dbn,school_name,school_type,enrollment,rigorous_instruction,collab_teachers,support_environ,effective_school_leadership,strong_fam_community_ties,trust,english_language_learners,students_disabilities,self_contained,economic_need_index,temp_housing,hra_eligible,asian,black,hispanic,white,teachers_3_or_more_yrs_exp,student_attendance_rate,chronically_absent,teacher_attendance_rate
05M123,P.S. 123 Mahalia Jackson,K-8,422,0.71,0.73,0.62,0.74,0.95,0.85,0.182,0.277,0.097,0.944,0.355,0.884,0.021,0.493,0.417,0.038,0.583,0.907,0.358,0.97
05M125,P.S. 125 Ralph Bunche,Elementary,250,0.82,0.84,0.86,0.86,0.97,0.91,0.024,0.212,0.124,0.697,0.096,0.56,0.036,0.404,0.368,0.148,0.55,0.904,0.346,0.963
05M129,P.S. 129 John H. Finley,K-8,345,0.78,0.78,0.69,0.77,0.93,0.84,0.084,0.319,0.162,0.922,0.255,0.852,0.02,0.49,0.441,0.017,0.756,0.892,0.43,0.973
05M133,P.S. 133 Fred R Moore,Elementary,198,0.7,0.81,0.68,0.82,0.88,0.89,0.111,0.475,0.338,0.934,0.278,0.879,0.04,0.429,0.465,0.035,0.6,0.895,0.414,0.978
05M148,Eagle Academy for Young Men of Harlem,Middle,183,0.74,0.69,0.68,0.71,0.87,0.84,0.06,0.35,0.087,0.848,0.219,0.732,0.011,0.656,0.268,0.016,0.568,0.885,0.408,0.962
05M154,P.S. 154 Harriet Tubman,Elementary,237,0.82,0.84,0.81,0.87,0.92,0.86,0.198,0.321,0.148,0.956,0.321,0.895,0.072,0.532,0.333,0.046,0.7,0.916,0.311,0.975
05M161,P.S. 161 Pedro Albizu Campos,K-8,806,0.79,0.79,0.72,0.81,0.91,0.85,0.242,0.268,0.115,0.931,0.3,0.856,0.017,0.203,0.746,0.025,0.845,0.897,0.408,0.973
05M175,P.S. 175 Henry H Garnet,Elementary,301,0.84,0.8,0.87,0.75,0.95,0.85,0.14,0.243,0.086,0.916,0.292,0.864,0.047,0.561,0.342,0.03,0.778,0.905,0.409,0.955
05M194,P.S. 194 Countee Cullen,Elementary,183,0.72,0.64,0.54,0.74,0.93,0.78,0.164,0.317,0.087,0.958,0.377,0.923,0.011,0.568,0.35,0.033,0.708,0.916,0.321,0.941
05M197,P.S. 197 John B. Russwurm,Elementary,259,0.88,0.91,0.85,0.95,0.99,0.99,0.073,0.34,0.116,0.947,0.363,0.876,0.008,0.595,0.375,0.019,0.871,0.886,0.475,0.951
05M200,P.S. 200- The James McCune Smith School,Elementary,320,0.87,0.89,0.82,0.86,0.91,0.91,0.109,0.328,0.178,0.935,0.275,0.9,0.003,0.65,0.303,0.016,0.951,0.876,0.513,0.958
05M286,Urban Assembly Academy for Future Leaders,Middle,125,0.77,0.74,0.67,0.83,0.92,0.84,0.088,0.432,0.192,0.924,0.288,0.832,0.024,0.544,0.376,0.032,1,0.861,0.537,0.959
05M318,Thurgood Marshall Academy Lower School,Elementary,210,0.94,0.96,0.9,0.92,0.97,0.95,0.01,0.224,0.014,0.828,0.181,0.719,0.019,0.795,0.171,0,0.625,0.907,0.322,0.986
05M362,Columbia Secondary School,Middle,297,0.85,0.8,0.76,0.86,0.9,0.9,0.007,0.212,0.034,0.557,0.104,0.387,0.071,0.239,0.38,0.253,0.796,0.963,0.07,0.973
05M499,Frederick Douglass Academy,Middle,276,0.7,0.7,0.58,0.71,0.82,0.81,0.087,0.272,0.105,0.888,0.203,0.815,0,0.659,0.297,0.022,0.952,0.919,0.286,0.964
05M514,New Design Middle School,Middle,142,0.71,0.57,0.64,0.69,0.97,0.81,0.106,0.437,0.204,0.932,0.275,0.873,0.007,0.62,0.338,0.028,0.563,0.848,0.587,0.958
05M517,Teachers College Community School,K-8,293,0.78,0.82,0.8,0.82,0.95,0.89,0.017,0.198,0.007,0.624,0.089,0.478,0.027,0.379,0.413,0.123,0.52,0.943,0.175,0.976
05M670,Thurgood Marshall Academy for Learning and Social,Middle,174,0.74,0.76,0.64,0.86,0.87,0.89,0.052,0.287,0.034,0.832,0.195,0.718,0.023,0.73,0.207,0.023,0.902,0.942,0.126,0.952
06M004,P.S. 004 Duke Ellington,Elementary,462,0.78,0.8,0.81,0.81,0.96,0.88,0.31,0.286,0.089,0.913,0.214,0.853,0.017,0.074,0.9,0,0.705,0.921,0.277,0.968
06M005,P.S. 005 Ellen Lurie,Elementary,516,0.87,0.9,0.85,0.89,0.96,0.94,0.438,0.256,0.081,0.895,0.14,0.82,0.004,0.06,0.924,0.004,0.846,0.925,0.264,0.963
06M008,P.S. 008 Luis Belliard,Elementary,458,0.8,0.86,0.84,0.83,0.97,0.89,0.395,0.221,0.061,0.907,0.144,0.843,0.002,0.02,0.963,0.015,0.814,0.933,0.222,0.971
06M018,P.S. 018 Park Terrace,K-8,357,0.87,0.93,0.81,0.94,0.95,0.96,0.277,0.21,0.095,0.901,0.37,0.779,0.003,0.022,0.964,0.011,0.8,0.942,0.151,0.967
06M028,P.S. 028 Wright Brothers,Elementary,568,0.88,0.94,0.92,0.95,0.94,0.96,0.4,0.312,0.151,0.948,0.326,0.877,0.009,0.139,0.805,0.04,0.912,0.924,0.275,0.962
06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,442,0.7,0.78,0.86,0.56,0.91,0.86,0.351,0.276,0.081,0.877,0.251,0.767,0.016,0.014,0.932,0.036,0.68,0.941,0.178,0.973
06M052,Harold O. Levy School,Middle,261,0.82,0.86,0.76,0.86,0.95,0.88,0.467,0.253,0.107,0.924,0.215,0.858,0,0.034,0.95,0.008,1,0.919,0.276,0.916
06M098,P.S. 098 Shorac Kappock,Elementary,357,0.69,0.71,0.74,0.62,0.92,0.77,0.387,0.204,0.064,0.865,0.23,0.768,0,0.011,0.938,0.042,0.923,0.914,0.34,0.959
06M103,Dos Puentes Elementary School,Elementary,412,0.92,0.95,0.94,0.95,0.97,0.97,0.291,0.257,0.002,0.66,0.243,0.505,0.002,0.027,0.767,0.187,0.606,0.953,0.091,0.98
06M115,P.S. 115 Alexander Humboldt,Elementary,418,0.86,0.94,0.84,0.89,0.95,0.95,0.292,0.215,0.1,0.92,0.28,0.844,0.012,0.007,0.945,0.031,0.972,0.907,0.34,0.973
06M128,P.S. 128 Audubon,Elementary,526,0.86,0.91,0.85,0.9,0.95,0.95,0.249,0.234,0.112,0.864,0.342,0.734,0.01,0.034,0.933,0.015,0.788,0.919,0.277,0.955
06M132,P.S. 132 Juan Pablo Duarte,Elementary,247,0.72,0.77,0.67,0.79,0.91,0.84,0.457,0.271,0.15,0.913,0.291,0.854,0,0.02,0.964,0.016,0.931,0.932,0.251,0.96
06M143,J.H.S. 143 Eleanor Roosevelt,Middle,247,0.85,0.91,0.74,0.97,0.89,0.94,0.587,0.312,0.178,0.937,0.198,0.899,0.012,0.032,0.903,0.04,0.808,0.921,0.265,0.954
06M152,P.S. 152 Dyckman Valley,Elementary,497,0.86,0.87,0.87,0.87,0.96,0.93,0.304,0.217,0.109,0.931,0.471,0.799,0.004,0.03,0.936,0.01,0.837,0.929,0.262,0.956
06M153,P.S. 153 Adam Clayton Powell,Elementary,492,0.84,0.83,0.77,0.85,0.97,0.89,0.333,0.161,0.043,0.901,0.252,0.825,0.024,0.171,0.76,0.037,0.649,0.927,0.248,0.983
06M173,P.S. 173,Elementary,411,0.8,0.89,0.82,0.88,0.96,0.95,0.163,0.217,0.075,0.799,0.114,0.696,0.036,0.032,0.915,0.015,0.811,0.925,0.243,0.966
06M178,Professor Juan Bosch Public School,Elementary,284,0.91,0.95,0.91,0.92,0.98,0.98,0.109,0.257,0.011,0.671,0.165,0.525,0.011,0.021,0.803,0.151,0.871,0.945,0.122,0.964
06M187,P.S./I.S. 187 Hudson Cliffs,K-8,757,0.83,0.85,0.73,0.89,0.96,0.87,0.04,0.174,0.009,0.403,0.052,0.273,0.049,0.037,0.483,0.386,0.808,0.947,0.138,0.964
06M189,P.S. 189,Elementary,674,0.86,0.84,0.86,0.83,0.96,0.91,0.27,0.215,0.08,0.899,0.171,0.813,0.006,0.015,0.942,0.037,0.891,0.927,0.252,0.961
06M192,P.S. 192 Jacob H. Schiff,Elementary,343,0.8,0.84,0.76,0.86,0.95,0.91,0.332,0.242,0.149,0.862,0.172,0.784,0.003,0.087,0.875,0.032,0.912,0.913,0.306,0.963
06M209,Hamilton Grange Middle School,Middle,295,0.85,0.76,0.77,0.86,0.92,0.83,0.207,0.224,0.003,0.852,0.18,0.753,0.017,0.102,0.827,0.034,0.615,0.94,0.189,0.971
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,409,0.82,0.89,0.77,0.94,0.95,0.92,0.399,0.244,0.002,0.883,0.142,0.802,0.005,0.015,0.98,0,0.974,0.938,0.18,0.968
06M223,The Mott Hall School,Middle,300,0.86,0.91,0.85,0.93,0.93,0.93,0.023,0.143,0.04,0.747,0.09,0.603,0.027,0.08,0.81,0.063,0.818,0.952,0.106,0.981
06M278,Paula Hedbavny School,K-8,551,0.86,0.91,0.77,0.94,0.95,0.93,0.149,0.207,0.029,0.63,0.098,0.505,0.025,0.025,0.768,0.16,0.861,0.944,0.154,0.957
06M293,City College Academy of the Arts,Middle,262,0.83,0.77,0.74,0.78,0.91,0.88,0.088,0.156,0.004,0.821,0.126,0.718,0.008,0.027,0.947,0.015,0.795,0.956,0.107,0.968
06M311,Amistad Dual Language School,K-8,404,0.83,0.94,0.77,0.95,0.95,0.93,0.285,0.196,0.025,0.759,0.2,0.656,0.01,0.02,0.923,0.042,0.433,0.955,0.089,0.974
06M314,Muscota,Elementary,296,0.98,0.99,0.98,0.99,0.98,0.98,0.061,0.193,0.003,0.412,0.027,0.247,0.041,0.03,0.456,0.409,0.833,0.955,0.047,0.985
06M319,M.S. 319 - Maria Teresa,Middle,385,0.89,0.85,0.91,0.88,0.96,0.92,0.392,0.265,0.117,0.904,0.19,0.816,0,0.031,0.961,0.008,0.806,0.959,0.063,0.964
06M322,Middle School 322,Middle,400,0.81,0.85,0.7,0.94,0.98,0.92,0.425,0.24,0.078,0.91,0.378,0.808,0.008,0.04,0.938,0.013,0.636,0.925,0.292,0.952
06M324,M.S. 324 - Patria Mirabal,Middle,340,0.86,0.91,0.8,0.9,0.87,0.91,0.338,0.309,0.124,0.9,0.203,0.829,0.009,0.115,0.841,0.032,0.816,0.93,0.223,0.964
06M328,Community Math & Science Prep,Middle,210,0.82,0.8,0.77,0.88,0.96,0.88,0.514,0.367,0.138,0.93,0.276,0.857,0.029,0.086,0.848,0.038,0.68,0.887,0.374,0.98
06M346,Community Health Academy of the Heights,Middle,278,0.88,0.92,0.82,0.96,0.93,0.95,0.18,0.263,0.054,0.891,0.133,0.813,0.004,0.094,0.878,0.022,0.846,0.937,0.201,0.987
06M348,Washington Heights Expeditionary Learning School,K-8,450,0.82,0.84,0.79,0.84,0.89,0.92,0.229,0.244,0.031,0.82,0.131,0.718,0.018,0.024,0.891,0.058,0.769,0.935,0.209,0.977
06M349,Harbor Heights,Middle,129,0.85,0.85,0.76,0.84,0.95,0.9,0.922,0.023,0.008,0.905,0.372,0.775,0,0,1,0,0.9,0.932,0.22,0.969
06M366,Washington Heights Academy,K-8,535,0.91,0.86,0.82,0.9,0.96,0.89,0.131,0.204,0,0.792,0.105,0.693,0.021,0.017,0.942,0.017,0.914,0.934,0.197,0.949
06M368,Hamilton Heights School,Elementary,149,0.87,0.95,0.88,0.96,0.98,0.98,0.168,0.208,0.007,0.693,0.268,0.523,0.034,0.201,0.497,0.208,0.813,0.933,0.216,0.988
06M513,Castle Bridge School,Elementary,192,0.76,0.88,0.81,0.87,0.98,0.91,0.38,0.365,0.016,0.676,0.182,0.531,0.016,0.057,0.708,0.177,0.708,0.945,0.124,0.978
06M528,I.S. 528 Bea Fuller Rodgers School,Middle,233,0.82,0.84,0.77,0.92,0.96,0.92,0.275,0.189,0.004,0.902,0.189,0.833,0.009,0.009,0.974,0.009,0.667,0.972,0.06,0.976
07X001,P.S. 001 Courtlandt School,Elementary,557,0.71,0.72,0.73,0.75,0.91,0.84,0.282,0.275,0.11,0.963,0.253,0.912,0.005,0.23,0.752,0.011,0.561,0.902,0.406,0.983
07X005,P.S. 5 Port Morris,K-8,697,0.77,0.67,0.66,0.71,0.89,0.75,0.257,0.257,0.123,0.948,0.326,0.884,0.004,0.274,0.69,0.024,0.781,0.896,0.401,0.952
07X018,P.S. 018 John Peter Zenger,Elementary,538,0.77,0.82,0.7,0.87,0.96,0.93,0.297,0.301,0.136,0.968,0.303,0.913,0.013,0.255,0.682,0.039,0.765,0.901,0.417,0.958
07X025,P.S. 025 Bilingual School,Elementary,491,0.83,0.86,0.85,0.87,0.95,0.91,0.204,0.344,0.255,0.921,0.193,0.847,0.008,0.1,0.876,0.01,0.759,0.913,0.362,0.961
07X029,P.S./M.S. 029 Melrose School,K-8,736,0.68,0.61,0.62,0.66,0.9,0.77,0.158,0.242,0.069,0.932,0.204,0.871,0.015,0.318,0.64,0.014,0.623,0.901,0.387,0.981
07X030,P.S. 030 Wilton,Elementary,454,0.91,0.83,0.83,0.85,0.96,0.9,0.247,0.26,0.104,0.955,0.267,0.883,0.009,0.225,0.733,0.022,0.761,0.898,0.387,0.953
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,660,0.74,0.8,0.7,0.8,0.9,0.86,0.142,0.241,0.071,0.92,0.289,0.85,0.03,0.27,0.652,0.035,0.847,0.924,0.269,0.967
07X043,P.S. 043 Jonas Bronck,Elementary,358,0.83,0.95,0.8,0.93,0.93,0.95,0.159,0.249,0.075,0.939,0.254,0.872,0.003,0.251,0.735,0.008,0.864,0.909,0.35,0.972
07X049,P.S. 049 Willis Avenue,Elementary,566,0.84,0.86,0.82,0.89,0.95,0.9,0.155,0.334,0.11,0.953,0.251,0.878,0.002,0.281,0.701,0.009,0.547,0.917,0.291,0.962
07X065,P.S. 065 Mother Hale Academy,Elementary,342,0.77,0.81,0.74,0.8,0.93,0.88,0.14,0.287,0.111,0.975,0.468,0.904,0.02,0.307,0.652,0.009,0.771,0.88,0.484,0.975
07X151,J.H.S. 151 Lou Gehrig,Middle,230,0.78,0.87,0.69,0.89,0.97,0.92,0.322,0.278,0.087,0.949,0.383,0.839,0.004,0.243,0.722,0.026,0.739,0.887,0.41,0.958
07X154,P.S. 154 Jonathan D. Hyatt,Elementary,298,0.82,0.84,0.74,0.93,0.95,0.93,0.097,0.248,0.02,0.95,0.201,0.899,0.003,0.416,0.557,0.01,0.706,0.936,0.228,0.971
07X157,P.S. 157 Grove Hill,Elementary,581,0.82,0.88,0.79,0.87,0.92,0.91,0.086,0.225,0.09,0.918,0.26,0.85,0.002,0.299,0.649,0.003,0.833,0.883,0.475,0.965
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,392,0.79,0.81,0.78,0.86,0.92,0.86,0.171,0.301,0.099,0.954,0.255,0.888,0.003,0.209,0.758,0.02,0.745,0.898,0.406,0.953
07X179,P.S. 179,Elementary,278,0.87,0.92,0.86,0.93,0.94,0.94,0.241,0.248,0.097,0.947,0.255,0.885,0.011,0.155,0.809,0.011,0.933,0.898,0.392,0.967
07X221,South Bronx Preparatory: A College Board School,Middle,268,0.9,0.92,0.86,0.93,0.88,0.93,0.093,0.295,0.082,0.937,0.187,0.836,0.015,0.231,0.72,0.022,0.64,0.945,0.147,0.976
07X223,The Laboratory School of Finance and Technology: X,Middle,294,0.78,0.78,0.72,0.81,0.87,0.86,0.092,0.224,0.054,0.924,0.136,0.847,0.01,0.143,0.827,0.014,0.623,0.936,0.232,0.972
07X224,P.S./I.S. 224,Middle,328,0.62,0.42,0.56,0.59,0.93,0.71,0.192,0.308,0.104,0.965,0.268,0.902,0.003,0.256,0.726,0.015,0.69,0.889,0.422,0.934
07X277,P.S. 277,Elementary,379,0.7,0.64,0.59,0.74,0.94,0.79,0.185,0.272,0.032,0.941,0.272,0.873,0.008,0.227,0.731,0.011,0.667,0.888,0.429,0.946
07X296,South Bronx Academy for Applied Media,Middle,231,0.8,0.88,0.7,0.95,0.9,0.9,0.156,0.333,0.087,0.929,0.281,0.848,0.017,0.303,0.662,0,0.607,0.9,0.364,0.954
07X298,Academy of Public Relations,Middle,266,0.71,0.71,0.67,0.81,0.92,0.86,0.293,0.327,0.143,0.946,0.271,0.891,0,0.226,0.752,0.011,0.538,0.903,0.352,0.958
07X343,Academy of Applied Mathematics and Technology,Middle,307,0.86,0.91,0.77,0.92,0.92,0.9,0.117,0.27,0.094,0.932,0.15,0.866,0.02,0.283,0.681,0.01,0.87,0.925,0.239,0.976
07X359,Concourse Village Elementary School,Elementary,317,0.98,0.98,0.96,0.99,0.97,0.99,0.101,0.218,0.006,0.849,0.227,0.735,0.013,0.341,0.631,0.013,0.613,0.931,0.207,0.986
07X369,Young Leaders Elementary School,Elementary,209,0.94,0.95,0.92,0.96,0.97,0.98,0.397,0.349,0.11,0.96,0.364,0.909,0,0.167,0.809,0.019,0.767,0.927,0.273,0.968
07X500,Hostos-Lincoln Academy of Science,Middle,178,0.83,0.85,0.75,0.88,0.89,0.91,0.039,0.208,0.011,0.873,0.135,0.775,0.011,0.242,0.742,0,0.833,0.916,0.283,0.967
07X551,The Urban Assembly Bronx Academy of Letters,Middle,251,0.74,0.86,0.68,0.9,0.87,0.91,0.159,0.299,0.127,0.97,0.263,0.932,0,0.359,0.598,0.028,0.742,0.888,0.411,0.992
07X584,I.S. 584,Middle,247,0.77,0.78,0.66,0.81,0.88,0.87,0.247,0.283,0.077,0.939,0.247,0.854,0.004,0.243,0.749,0,0.448,0.893,0.468,0.948
08X014,P.S. X014 Senator John Calandra,Elementary,581,0.83,0.97,0.89,0.95,0.94,0.97,0.074,0.234,0.065,0.538,0.098,0.435,0.05,0.059,0.664,0.203,0.974,0.928,0.256,0.962
08X036,P.S. 036 Unionport,Elementary,710,0.87,0.94,0.87,0.93,0.99,0.96,0.138,0.213,0.07,0.828,0.123,0.734,0.254,0.093,0.597,0.034,0.852,0.934,0.238,0.964
08X048,P.S. 048 Joseph R. Drake,Elementary,609,0.52,0.6,0.44,0.56,0.88,0.74,0.25,0.322,0.163,0.963,0.383,0.878,0.005,0.217,0.767,0.01,0.818,0.9,0.401,0.964
08X062,P.S. 062 Inocensio Casanova,Elementary,615,0.75,0.87,0.74,0.91,0.95,0.92,0.138,0.369,0.2,0.933,0.241,0.867,0.002,0.189,0.776,0.028,0.833,0.898,0.442,0.958
08X069,P.S. 069 Journey Prep School,Elementary,575,0.83,0.91,0.88,0.92,0.94,0.93,0.129,0.249,0.09,0.811,0.17,0.732,0.024,0.157,0.793,0.016,0.867,0.92,0.282,0.961
08X071,P.S. 071 Rose E. Scala,K-8,1567,0.8,0.81,0.64,0.8,0.92,0.87,0.096,0.213,0.049,0.615,0.067,0.536,0.086,0.05,0.627,0.225,0.899,0.928,0.244,0.955
08X072,P.S. 072 Dr. William Dorney,Elementary,701,0.87,0.88,0.84,0.89,0.94,0.9,0.053,0.324,0.154,0.81,0.164,0.76,0.046,0.23,0.673,0.051,0.758,0.9,0.408,0.967
08X075,P.S. 75 School of Research and Discovery,Elementary,526,0.83,0.87,0.79,0.9,0.93,0.92,0.171,0.238,0.044,0.926,0.23,0.844,0.015,0.23,0.719,0.029,0.894,0.911,0.356,0.952
08X093,P.S. 093 Albert G. Oliver,Elementary,261,0.82,0.83,0.86,0.84,0.92,0.83,0.069,0.238,0.08,0.718,0.134,0.678,0,0.498,0.475,0.011,0.853,0.905,0.394,0.958
08X100,P.S. 100 Isaac Clason,Elementary,523,0.72,0.81,0.69,0.86,0.92,0.89,0.086,0.344,0.166,0.903,0.233,0.818,0.006,0.273,0.683,0.013,0.804,0.899,0.432,0.969
08X101,M.S. X101 Edward R. Byrne,Middle,545,0.87,0.82,0.74,0.81,0.92,0.87,0.013,0.233,0.053,0.585,0.059,0.481,0.156,0.099,0.571,0.156,0.705,0.944,0.132,0.965
08X107,P.S. 107,Elementary,518,0.86,0.89,0.88,0.9,0.93,0.92,0.12,0.388,0.178,0.963,0.278,0.905,0.004,0.313,0.662,0.015,0.762,0.883,0.508,0.974
08X119,The Dr. Emmett W. Bassett School,Elementary,767,0.62,0.55,0.75,0.45,0.91,0.72,0.288,0.188,0.051,0.898,0.141,0.819,0.288,0.102,0.471,0.081,0.947,0.92,0.305,0.948
08X123,J.H.S. 123 James M. Kieran,Middle,418,0.86,0.92,0.74,0.96,0.92,0.93,0.251,0.251,0.074,0.913,0.273,0.84,0.029,0.206,0.742,0.01,0.684,0.919,0.321,0.954
08X130,P.S. 130 Abram Stevens Hewitt,Elementary,401,0.82,0.85,0.81,0.84,0.95,0.87,0.204,0.319,0.142,0.943,0.279,0.863,0.007,0.229,0.736,0.022,0.762,0.904,0.383,0.967
08X131,J.H.S. 131 Albert Einstein,Middle,479,0.76,0.8,0.63,0.86,0.91,0.85,0.102,0.309,0.092,0.895,0.248,0.81,0.033,0.332,0.618,0.006,0.789,0.912,0.329,0.971
08X138,P.S. 138 Samuel Randall,Elementary,598,0.77,0.78,0.8,0.77,0.93,0.86,0.084,0.247,0.105,0.872,0.241,0.773,0.028,0.268,0.672,0.007,0.96,0.898,0.425,0.955
08X140,P.S. X140 The Eagle School,Elementary,574,0.71,0.73,0.63,0.77,0.92,0.86,0.099,0.256,0.125,0.947,0.303,0.894,0.002,0.378,0.599,0.012,0.875,0.899,0.415,0.958
08X146,P.S. 146 Edward Collins,Elementary,344,0.81,0.76,0.83,0.75,0.88,0.8,0.122,0.256,0.099,0.92,0.218,0.846,0.003,0.395,0.581,0.009,0.788,0.903,0.414,0.976
08X152,P.S. 152 Evergreen,Elementary,818,0.57,0.55,0.75,0.5,0.89,0.7,0.275,0.268,0.067,0.95,0.278,0.879,0.016,0.169,0.795,0.009,0.773,0.924,0.271,0.959
08X182,P.S. 182,Elementary,709,0.75,0.77,0.72,0.73,0.94,0.86,0.083,0.202,0.008,0.84,0.099,0.774,0.058,0.227,0.657,0.045,0.922,0.923,0.276,0.972
08X269,Bronx Studio School for Writers and Artists,Middle,294,0.74,0.59,0.62,0.62,0.85,0.8,0.15,0.306,0.105,0.915,0.18,0.844,0.007,0.173,0.803,0.017,0.709,0.922,0.281,0.959
08X301,M.S. 301 Paul L. Dunbar,Middle,242,0.78,0.94,0.66,0.95,0.87,0.9,0.264,0.219,0,0.963,0.322,0.913,0,0.413,0.55,0.021,0.524,0.878,0.438,0.959
08X302,M.S. 302 Luisa Dessus Cruz,Middle,482,0.8,0.76,0.76,0.87,0.94,0.87,0.212,0.288,0.064,0.946,0.261,0.886,0.004,0.207,0.766,0.015,0.475,0.905,0.312,0.958
08X304,P.S. 304 Early Childhood School,Elementary,456,0.82,0.9,0.85,0.87,0.96,0.92,0.029,0.232,0.072,0.464,0.061,0.377,0.077,0.072,0.662,0.178,0.971,0.93,0.237,0.962
08X333,The Longwood Academy of Discovery,Elementary,578,0.62,0.72,0.61,0.71,0.94,0.85,0.23,0.341,0.209,0.946,0.324,0.877,0.005,0.201,0.76,0.028,0.849,0.897,0.428,0.951
08X337,The School for Inquiry and Social Justice,Middle,503,0.87,0.87,0.77,0.87,0.89,0.86,0.139,0.233,0.028,0.846,0.177,0.734,0.024,0.209,0.73,0.012,0.625,0.928,0.262,0.972
08X367,"Archimedes Academy for Math, Science and Technolog",Middle,301,0.73,0.71,0.63,0.74,0.84,0.81,0.076,0.266,0.08,0.836,0.193,0.744,0.12,0.302,0.548,0.017,0.804,0.91,0.337,0.962
08X371,Urban Institute of Mathematics,Middle,378,0.83,0.74,0.7,0.82,0.87,0.85,0.05,0.209,0.079,0.584,0.106,0.5,0.032,0.138,0.68,0.14,0.815,0.911,0.332,0.978
08X375,The Bronx Mathematics Preparatory School,Middle,222,0.8,0.8,0.65,0.81,0.89,0.84,0.131,0.347,0.149,0.908,0.405,0.829,0.036,0.36,0.568,0.009,0.667,0.902,0.364,0.957
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Middle,213,0.73,0.69,0.6,0.78,0.86,0.84,0.131,0.282,0.042,0.918,0.216,0.85,0.023,0.141,0.803,0.014,0.971,0.891,0.408,0.947
08X392,Bronx Delta School,Elementary,291,0.84,0.92,0.91,0.91,0.95,0.92,0.079,0.234,0.072,0.61,0.076,0.519,0.058,0.131,0.656,0.141,0.719,0.919,0.302,0.964
08X424,The Hunts Point School,Middle,300,0.6,0.51,0.62,0.63,0.93,0.74,0.25,0.327,0.173,0.961,0.37,0.877,0.017,0.267,0.707,0.01,0.407,0.918,0.262,0.962
08X448,Soundview Academy for Culture and Scholarship,Middle,392,0.77,0.71,0.7,0.74,0.93,0.8,0.082,0.255,0.077,0.863,0.179,0.763,0.026,0.304,0.653,0.013,0.581,0.92,0.272,0.977
08X467,Mott Hall Community School,Middle,341,0.76,0.76,0.67,0.81,0.9,0.87,0.111,0.305,0.097,0.796,0.185,0.707,0.026,0.176,0.716,0.076,0.846,0.89,0.43,0.942
08X562,Blueprint Middle School,Middle,667,0.69,0.58,0.59,0.59,0.83,0.68,0.213,0.21,0.058,0.891,0.147,0.82,0.234,0.123,0.556,0.066,0.655,0.921,0.283,0.961
09X004,P.S./M.S. 004 Crotona Park West,K-8,521,0.76,0.7,0.68,0.73,0.89,0.81,0.169,0.274,0.119,0.955,0.489,0.898,0.012,0.518,0.447,0.017,0.521,0.878,0.496,0.968
09X011,P.S. 011 Highbridge,Elementary,552,0.87,0.91,0.89,0.85,0.97,0.89,0.245,0.266,0.121,0.939,0.252,0.855,0.005,0.295,0.69,0.005,0.84,0.895,0.391,0.96
09X022,J.H.S. 022 Jordan L. Mott,Middle,420,0.79,0.83,0.72,0.83,0.92,0.89,0.279,0.238,0.074,0.954,0.307,0.905,0.007,0.21,0.76,0.019,0.708,0.932,0.181,0.975
09X028,P.S. 028 Mount Hope,Elementary,673,0.82,0.71,0.71,0.76,0.93,0.8,0.303,0.278,0.132,0.945,0.321,0.878,0.006,0.211,0.77,0.01,0.891,0.905,0.379,0.952
09X035,P.S. 035 Franz Siegel,Elementary,618,0.82,0.8,0.74,0.81,0.96,0.92,0.248,0.262,0.121,0.918,0.249,0.85,0.006,0.27,0.697,0.013,0.754,0.924,0.272,0.948
09X042,P.S. 042 Claremont,Elementary,364,0.78,0.81,0.73,0.85,0.95,0.88,0.115,0.324,0.118,0.967,0.338,0.923,0.003,0.382,0.593,0.016,0.714,0.931,0.258,0.959
09X053,P.S. 053 Basheer Quisim,Elementary,988,0.79,0.74,0.72,0.78,0.9,0.81,0.35,0.166,0.067,0.964,0.339,0.904,0.015,0.304,0.662,0.014,0.876,0.896,0.408,0.967
09X055,P.S. 055 Benjamin Franklin,Elementary,518,0.73,0.76,0.76,0.79,0.93,0.88,0.108,0.247,0.029,0.978,0.241,0.925,0,0.483,0.51,0.008,0.82,0.905,0.361,0.943
09X058,P.S. 058,Elementary,397,0.84,0.85,0.84,0.84,0.95,0.92,0.285,0.312,0.186,0.971,0.259,0.935,0.01,0.252,0.718,0.015,0.971,0.89,0.435,0.962
09X063,P.S. 063 Author's Academy,Elementary,478,0.82,0.83,0.71,0.87,0.95,0.91,0.205,0.259,0.123,0.952,0.316,0.891,0.008,0.389,0.559,0.031,0.721,0.901,0.383,0.954
09X070,P.S. 070 Max Schoenfeld,Elementary,1104,0.82,0.82,0.74,0.86,0.94,0.89,0.288,0.22,0.092,0.953,0.283,0.899,0.005,0.233,0.751,0.01,0.802,0.899,0.385,0.966
09X073,P.S. 073 Bronx,Elementary,536,0.69,0.69,0.7,0.72,0.88,0.81,0.269,0.241,0.119,0.968,0.284,0.905,0,0.233,0.746,0.015,0.766,0.89,0.459,0.961
09X109,P.S. 109 Sedgwick,Elementary,564,0.74,0.7,0.69,0.72,0.94,0.8,0.25,0.229,0.131,0.918,0.177,0.853,0,0.186,0.807,0.004,0.725,0.891,0.418,0.967
